ticker,name,market,sector,sub_industry,market_cap_usd_b,turnaround_flag,legacy_v0_1_universe_role,legacy_v0_1_action,legacy_v0_1_reason,v0_3_universe_role,v0_3_action,v0_3_reason,candidate_track,gate3_recovery_required,gate3_recovery_status,gate3_continuation_status,gate3_final_status,ra_drawdown_from_52w_high_pct,ra_pass,rb_rebound_from_6m_low_pct,rb_pass,rc_ma50,rc_ma200,rc_pass,rd_avg_volume_1m,rd_avg_volume_6m,rd_pass,ca_drawdown_from_52w_high_pct,ca_pass,cb_pass,cc_1m_return_pct,cc_pass,cd_avg_volume_1m,cd_avg_volume_3m,cd_pass,ce_gate2_full_pass,ce_pass,price_data_source,price_data_asof,as_of_date,gate3_missing_data_notes,compatibility_notes
E,Eni S.p.A.,US,Energy,Oil Gas & Consumable Fuels,50.0,N,CORE,KEEP_CORE,ADR_LISTING_RISK; METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=ADR_LISTING_RISK; METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-8.9394,N,43.7260,Y,54.8578,42.4908,Y,407961.90,423989.68,N,-8.9394,Y,Y,-2.4363,N,407961.90,577101.59,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
RELX,RELX PLC,US,Industrials,Professional Services,90.0,N,CORE,KEEP_CORE,ADR_LISTING_RISK; METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=ADR_LISTING_RISK; METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-40.9810,Y,18.4638,Y,34.2110,39.6070,N,2432952.38,3263942.06,N,-40.9810,N,N,-9.7279,N,2432952.38,3195538.10,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
ASR,Grupo Aeroportuario del Sureste,US,Industrials,Transportation Infrastructure,8.0,N,EXTENDED,KEEP_EXTENDED,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; sub-10B row retained outside core classification,EXTENDED,KEEP_EXTENDED,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; sub-10B row retained outside core classification,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-19.8263,N,3.1911,N,321.1398,325.4387,Y,83052.38,65188.89,Y,-19.8263,N,N,-0.8276,N,83052.38,75655.56,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
BSAC,Banco Santander-Chile,US,Financials,Banks,8.0,N,EXTENDED,KEEP_EXTENDED,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; sub-10B row retained outside core classification,EXTENDED,KEEP_EXTENDED,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; sub-10B row retained outside core classification,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-14.2285,N,9.2486,N,32.4592,30.4974,Y,516971.43,386904.76,Y,-14.2285,Y,Y,-3.8600,N,516971.43,471722.22,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
ABEV,Ambev S.A.,US,Consumer Staples,Beverages,35.0,N,EXTENDED,KEEP_EXTENDED,ADR_LISTING_RISK; MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,EXTENDED,KEEP_EXTENDED,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=ADR_LISTING_RISK; MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,OBSERVATION_ONLY,N,FAIL,INSUFFICIENT_DATA,MANUAL_REVIEW,-4.6647,N,42.1739,Y,3.0400,2.6423,Y,30302185.71,26939874.60,Y,-4.6647,Y,Y,13.1488,Y,30302185.71,26657896.83,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
VALE,Vale S.A.,US,Materials,Metals & Mining,50.0,N,CORE,KEEP_CORE,ADR_LISTING_RISK; METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=ADR_LISTING_RISK; METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-7.3513,N,36.5591,Y,16.3228,13.7818,Y,24691261.90,32477047.62,N,-7.3513,Y,Y,-3.2806,N,24691261.90,27753298.41,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
ITUB,Itaú Unibanco Holding S.A.,US,Financials,Banks,70.0,N,CORE,KEEP_CORE,ADR_LISTING_RISK; METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=ADR_LISTING_RISK; METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-16.8234,N,16.4602,Y,8.4350,7.7259,Y,25380919.05,24725041.06,Y,-16.8234,N,Y,-9.5455,N,25380919.05,25369315.87,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
BBD,Banco Bradesco S.A.,US,Financials,Banks,32.0,N,EXTENDED,KEEP_EXTENDED,ADR_LISTING_RISK; MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,EXTENDED,KEEP_EXTENDED,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=ADR_LISTING_RISK; MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-15.4394,N,8.8685,N,3.7466,3.5484,Y,29212890.48,37103893.65,N,-15.4394,N,Y,-8.9514,N,29212890.48,37342376.19,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
PBR,Petróleo Brasileiro S.A.,US,Energy,Oil Gas & Consumable Fuels,95.0,N,CORE,KEEP_CORE,ADR_LISTING_RISK; METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=ADR_LISTING_RISK; METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-13.9355,N,64.2981,Y,20.5518,15.0721,Y,17879966.67,24701326.19,N,-13.9355,Y,Y,-9.5420,N,17879966.67,27862138.10,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
VEEV,Veeva Systems Inc.,US,Health Care,Health Care Technology,26.1,N,EXTENDED,KEEP_EXTENDED,RECENT_INDEX_INCLUSION; MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,EXTENDED,KEEP_EXTENDED,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=RECENT_INDEX_INCLUSION; MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-48.2431,Y,4.6622,N,167.1544,227.0929,N,4266928.57,2412930.95,Y,-48.2431,N,N,-1.2216,N,4266928.57,2877200.00,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
005930.KS,삼성전자,KR,Information Technology,Semiconductors,1248.6,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,0.0000,N,223.8397,Y,226961.0000,142278.5000,Y,31373625.62,27967687.79,Y,0.0000,N,Y,36.7483,Y,31373625.62,30428424.25,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
000660.KS,SK하이닉스,KR,Information Technology,Semiconductors,1044.6,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,0.0000,N,332.1773,Y,1302200.0000,748232.5000,Y,5433531.76,4479403.18,Y,0.0000,N,Y,83.1020,Y,5433531.76,4842177.54,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
373220.KS,LG에너지솔루션,KR,Industrials,Electrical Equipment,66.8,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-25.3891,Y,10.3597,N,420260.0000,405137.5000,Y,441557.67,410888.69,Y,-25.3891,N,Y,-17.7921,N,441557.67,447455.49,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
207940.KS,삼성바이오로직스,KR,Health Care,Biotechnology,47.1,N,EXTENDED,KEEP_EXTENDED,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,EXTENDED,KEEP_EXTENDED,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-29.5674,Y,3.5153,N,1517540.0000,1655753.8325,N,67843.38,60266.78,Y,-29.5674,N,N,-8.5865,N,67843.38,55770.11,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
402340.KS,SK스퀘어,KR,Financials,Diversified Financial Services,111.3,N,CORE,KEEP_CORE,HOLDING_COMPANY_NATURE; METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=HOLDING_COMPANY_NATURE; METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,0.0000,N,379.6992,Y,782220.0000,436472.5000,Y,954903.71,638518.85,Y,0.0000,N,Y,75.2747,Y,954903.71,724336.78,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
005935.KS,삼성전자우,KR,Information Technology,Semiconductors,107.3,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-1.4879,N,165.5602,Y,154712.0000,102900.7500,Y,5573859.86,4227693.03,Y,-1.4879,N,Y,22.9193,Y,5573859.86,4923343.10,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
009150.KS,삼성전기,KR,Information Technology,Electronic Components,83.9,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,0.0000,N,658.1395,Y,735540.0000,368085.0000,Y,1095434.24,781781.64,Y,0.0000,N,Y,110.5943,Y,1095434.24,881806.44,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
005380.KS,현대차,KR,Consumer Discretionary,Automobiles,100.8,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,INSUFFICIENT_DATA,MANUAL_REVIEW,-4.3539,N,167.5835,Y,549120.0000,377565.0000,Y,2273806.52,1971967.71,Y,-4.3539,Y,Y,28.0075,Y,2273806.52,1733713.75,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
000270.KS,기아,KR,Consumer Discretionary,Automobiles,46.6,N,EXTENDED,KEEP_EXTENDED,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,EXTENDED,KEEP_EXTENDED,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,OBSERVATION_ONLY,N,PASS,FAIL,PASS,-20.0485,Y,48.2448,Y,158942.0000,133711.0000,Y,1742249.38,1485116.59,Y,-20.0485,N,Y,3.9773,Y,1742249.38,1534639.40,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
068270.KS,셀트리온,KR,Health Care,Biotechnology,30.9,N,EXTENDED,KEEP_EXTENDED,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,EXTENDED,KEEP_EXTENDED,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-21.7304,Y,8.4169,N,198808.0000,192439.0000,Y,689365.90,670821.91,Y,-21.7304,N,Y,-5.5825,N,689365.90,588929.05,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
034020.KS,두산에너빌리티,KR,Industrials,Electrical Equipment,51.5,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-20.4545,Y,49.6552,Y,110326.0000,86611.5000,Y,4167298.62,5497885.61,N,-20.4545,N,Y,-11.5008,N,4167298.62,4797330.51,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
329180.KS,HD현대중공업,KR,Industrials,Machinery,55.9,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-0.1342,N,69.4761,Y,582370.0000,551545.0000,Y,567455.29,354044.44,Y,-0.1342,N,Y,16.0686,Y,567455.29,450137.83,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
012450.KS,한화에어로스페이스,KR,Industrials,Aerospace & Defense,46.1,N,EXTENDED,KEEP_EXTENDED,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,EXTENDED,KEEP_EXTENDED,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-19.0631,N,53.0135,Y,1377920.0000,1123805.0000,Y,225606.76,256861.27,N,-19.0631,N,Y,-12.7018,N,225606.76,278147.49,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
042660.KS,한화오션,KR,Industrials,Machinery,29.5,N,EXTENDED,KEEP_EXTENDED,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,EXTENDED,KEEP_EXTENDED,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-10.0067,N,30.3382,Y,126132.0000,122930.7500,Y,1857491.05,2080138.79,N,-10.0067,Y,Y,0.3720,N,1857491.05,1861273.57,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
028260.KS,삼성물산,KR,Industrials,Industrial Conglomerates,47.6,N,EXTENDED,KEEP_EXTENDED,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,EXTENDED,KEEP_EXTENDED,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,OBSERVATION_ONLY,N,FAIL,INSUFFICIENT_DATA,MANUAL_REVIEW,-9.1814,N,92.7230,Y,327190.0000,256679.5000,Y,705679.81,466404.33,Y,-9.1814,Y,Y,28.2812,Y,705679.81,536630.32,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
006400.KS,삼성SDI,KR,Industrials,Electrical Equipment,37.0,N,EXTENDED,KEEP_EXTENDED,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,EXTENDED,KEEP_EXTENDED,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-11.5169,N,140.0000,Y,539000.0000,351120.5000,Y,791323.05,842709.75,N,-11.5169,Y,Y,0.0000,N,791323.05,866919.24,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
005490.KS,POSCO홀딩스,KR,Materials,Metals & Mining,25.0,N,EXTENDED,KEEP_EXTENDED,ADR_LISTING_RISK; MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,EXTENDED,KEEP_EXTENDED,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=ADR_LISTING_RISK; MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,OBSERVATION_ONLY,N,PASS,FAIL,PASS,-20.8411,Y,42.3529,Y,403700.0000,338650.0000,Y,670012.57,529132.71,Y,-20.8411,N,Y,3.1669,Y,670012.57,516145.35,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
035420.KS,NAVER,KR,Communication Services,Interactive Media,22.4,N,EXTENDED,KEEP_EXTENDED,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,EXTENDED,KEEP_EXTENDED,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-31.5663,Y,3.8120,N,208608.0000,236123.2500,N,916589.14,1115471.76,N,-31.5663,N,N,-8.5977,N,916589.14,853608.14,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
267260.KS,HD현대일렉트릭,KR,Industrials,Electrical Equipment,29.6,N,EXTENDED,KEEP_EXTENDED,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,EXTENDED,KEEP_EXTENDED,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,OBSERVATION_ONLY,N,PASS,FAIL,PASS,-22.9577,Y,46.6488,Y,1085440.0000,836447.5000,Y,196018.14,163147.06,Y,-22.9577,N,Y,-3.1001,N,196018.14,166591.46,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
105560.KS,KB금융,KR,Financials,Banks,41.9,N,EXTENDED,KEEP_EXTENDED,HOLDING_COMPANY_NATURE; MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,EXTENDED,KEEP_EXTENDED,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=HOLDING_COMPANY_NATURE; MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-8.8863,N,27.8470,Y,154590.0000,133257.0000,Y,1270453.19,1158337.58,Y,-8.8863,Y,Y,-2.6582,N,1270453.19,1265571.33,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
298040.KS,효성중공업,KR,Industrials,Electrical Equipment,25.5,N,EXTENDED,KEEP_EXTENDED,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,EXTENDED,KEEP_EXTENDED,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-19.9957,N,109.5048,Y,3302740.0000,2224060.0000,Y,66022.38,58833.71,Y,-19.9957,N,Y,12.6377,Y,66022.38,53440.29,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
010120.KS,LS ELECTRIC,KR,Industrials,Electrical Equipment,30.5,N,EXTENDED,KEEP_EXTENDED,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,EXTENDED,KEEP_EXTENDED,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-17.8964,N,199.8853,Y,213748.0000,120592.0000,Y,1507721.95,1074790.25,Y,-17.8964,N,Y,20.5069,Y,1507721.95,1101298.05,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
055550.KS,신한지주,KR,Financials,Banks,32.5,N,EXTENDED,KEEP_EXTENDED,HOLDING_COMPANY_NATURE; MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,EXTENDED,KEEP_EXTENDED,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=HOLDING_COMPANY_NATURE; MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-10.3774,N,25.3298,Y,95844.0000,82188.0000,Y,1323773.38,1372290.79,N,-10.3774,Y,Y,-4.9049,N,1323773.38,1473505.25,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
